Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth1,368,2024-11-18 06:50:49.900,192.168.1.10,192.168.1.30,TCP,66,60178 → 44818 0x0010
s1-eth3,186,2024-11-18 06:50:49.900,192.168.1.10,192.168.1.30,TCP,66,60178 → 44818 0x0010
s1-eth3,187,2024-11-18 06:50:49.901,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,188,2024-11-18 06:50:49.928,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,189,2024-11-18 06:50:49.936,192.168.1.10,192.168.1.30,TCP,66,60178 → 44818 0x0011
s1-eth3,190,2024-11-18 06:50:49.937,192.168.1.30,192.168.1.10,TCP,66,44818 → 60178 0x0011
s1-eth3,191,2024-11-18 06:50:49.937,192.168.1.10,192.168.1.30,TCP,66,60178 → 44818 0x0010
s1-eth2,198,2024-11-18 06:50:50.580,fe80::c87a:deff:fe55:81fe,ff02::2,ICMPV6,70,ICMPV6
s1-eth3,192,2024-11-18 06:50:51.092,fe80::d0e5:f6ff:fe46:4fd5,ff02::2,ICMPV6,70,ICMPV6
s1-eth2,199,2024-11-18 06:50:51.021,192.168.1.10,192.168.1.20,TCP,74,37026 → 44818 0x0002
s1-eth2,200,2024-11-18 06:50:51.021,192.168.1.20,192.168.1.10,TCP,74,44818 → 37026 0x0012
s1-eth2,201,2024-11-18 06:50:51.021,192.168.1.10,192.168.1.20,TCP,66,37026 → 44818 0x0010
s1-eth2,202,2024-11-18 06:50:51.050,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,203,2024-11-18 06:50:51.050,192.168.1.20,192.168.1.10,TCP,66,44818 → 37026 0x0010
s1-eth2,204,2024-11-18 06:50:51.053,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,205,2024-11-18 06:50:51.053,192.168.1.10,192.168.1.20,TCP,66,37026 → 44818 0x0010
s1-eth2,206,2024-11-18 06:50:51.054,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,207,2024-11-18 06:50:51.068,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,208,2024-11-18 06:50:51.072,192.168.1.10,192.168.1.20,TCP,66,37026 → 44818 0x0011
s1-eth2,209,2024-11-18 06:50:51.072,192.168.1.20,192.168.1.10,TCP,66,44818 → 37026 0x0011
s1-eth2,210,2024-11-18 06:50:51.072,192.168.1.10,192.168.1.20,TCP,66,37026 → 44818 0x0010
s1-eth2,211,2024-11-18 06:50:51.092,fe80::21d:9cff:fec8:bc46,ff02::2,ICMPV6,70,ICMPV6
s1-eth3,193,2024-11-18 06:50:51.331,192.168.1.10,192.168.1.30,TCP,74,60188 → 44818 0x0002
s1-eth3,194,2024-11-18 06:50:51.331,192.168.1.30,192.168.1.10,TCP,74,44818 → 60188 0x0012
s1-eth2,212,2024-11-18 06:50:51.396,192.168.1.10,192.168.1.20,TCP,74,37040 → 44818 0x0002
s1-eth3,195,2024-11-18 06:50:51.331,192.168.1.10,192.168.1.30,TCP,66,60188 → 44818 0x0010
s1-eth3,196,2024-11-18 06:50:51.363,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth2,213,2024-11-18 06:50:51.396,192.168.1.20,192.168.1.10,TCP,74,44818 → 37040 0x0012
s1-eth3,197,2024-11-18 06:50:51.363,192.168.1.30,192.168.1.10,TCP,66,44818 → 60188 0x0010
s1-eth2,214,2024-11-18 06:50:51.396,192.168.1.10,192.168.1.20,TCP,66,37040 → 44818 0x0010
s1-eth3,198,2024-11-18 06:50:51.366,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,199,2024-11-18 06:50:51.366,192.168.1.10,192.168.1.30,TCP,66,60188 → 44818 0x0010
s1-eth3,200,2024-11-18 06:50:51.368,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth2,215,2024-11-18 06:50:51.427,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,216,2024-11-18 06:50:51.427,192.168.1.20,192.168.1.10,TCP,66,44818 → 37040 0x0010
s1-eth2,217,2024-11-18 06:50:51.430,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,218,2024-11-18 06:50:51.430,192.168.1.10,192.168.1.20,TCP,66,37040 → 44818 0x0010
s1-eth2,219,2024-11-18 06:50:51.431,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,220,2024-11-18 06:50:51.445,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,221,2024-11-18 06:50:51.450,192.168.1.10,192.168.1.20,TCP,66,37040 → 44818 0x0011
s1-eth3,201,2024-11-18 06:50:51.381,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,202,2024-11-18 06:50:51.385,192.168.1.10,192.168.1.30,TCP,66,60188 → 44818 0x0011
s1-eth3,203,2024-11-18 06:50:51.386,192.168.1.30,192.168.1.10,TCP,66,44818 → 60188 0x0011
s1-eth2,222,2024-11-18 06:50:51.461,192.168.1.20,192.168.1.10,TCP,66,44818 → 37040 0x0011
s1-eth2,223,2024-11-18 06:50:51.461,192.168.1.10,192.168.1.20,TCP,66,37040 → 44818 0x0010
s1-eth3,204,2024-11-18 06:50:51.386,192.168.1.10,192.168.1.30,TCP,66,60188 → 44818 0x0010
s1-eth3,205,2024-11-18 06:50:51.694,192.168.1.10,192.168.1.30,TCP,74,60198 → 44818 0x0002
s1-eth3,206,2024-11-18 06:50:51.694,192.168.1.30,192.168.1.10,TCP,74,44818 → 60198 0x0012
s1-eth3,207,2024-11-18 06:50:51.694,192.168.1.10,192.168.1.30,TCP,66,60198 → 44818 0x0010
s1-eth3,208,2024-11-18 06:50:51.724,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,209,2024-11-18 06:50:51.724,192.168.1.30,192.168.1.10,TCP,66,44818 → 60198 0x0010
s1-eth3,210,2024-11-18 06:50:51.728,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,211,2024-11-18 06:50:51.728,192.168.1.10,192.168.1.30,TCP,66,60198 → 44818 0x0010
s1-eth3,212,2024-11-18 06:50:51.729,192.168.1.10,192.168.1.30,CIPCM,134,Command: 0x006f
s1-eth3,213,2024-11-18 06:50:51.744,192.168.1.30,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth3,214,2024-11-18 06:50:51.748,192.168.1.10,192.168.1.30,TCP,66,60198 → 44818 0x0011
s1-eth3,215,2024-11-18 06:50:51.748,192.168.1.30,192.168.1.10,TCP,66,44818 → 60198 0x0011
s1-eth3,216,2024-11-18 06:50:51.748,192.168.1.10,192.168.1.30,TCP,66,60198 → 44818 0x0010
s1-eth2,224,2024-11-18 06:50:52.717,192.168.1.10,192.168.1.20,TCP,74,58862 → 44818 0x0002
s1-eth2,225,2024-11-18 06:50:52.717,192.168.1.20,192.168.1.10,TCP,74,44818 → 58862 0x0012
s1-eth2,226,2024-11-18 06:50:52.717,192.168.1.10,192.168.1.20,TCP,66,58862 → 44818 0x0010
s1-eth2,227,2024-11-18 06:50:52.746,192.168.1.10,192.168.1.20,TCP,74,58868 → 44818 0x0002
s1-eth2,228,2024-11-18 06:50:52.746,192.168.1.20,192.168.1.10,TCP,74,44818 → 58868 0x0012
s1-eth2,229,2024-11-18 06:50:52.746,192.168.1.10,192.168.1.20,TCP,66,58868 → 44818 0x0010
s1-eth2,230,2024-11-18 06:50:52.747,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,231,2024-11-18 06:50:52.747,192.168.1.20,192.168.1.10,TCP,66,44818 → 58862 0x0010
s1-eth2,232,2024-11-18 06:50:52.750,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,233,2024-11-18 06:50:52.750,192.168.1.10,192.168.1.20,TCP,66,58862 → 44818 0x0010
s1-eth2,234,2024-11-18 06:50:52.752,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,235,2024-11-18 06:50:52.766,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,236,2024-11-18 06:50:52.770,192.168.1.10,192.168.1.20,TCP,66,58862 → 44818 0x0011
s1-eth2,237,2024-11-18 06:50:52.770,192.168.1.20,192.168.1.10,TCP,66,44818 → 58862 0x0011
s1-eth2,238,2024-11-18 06:50:52.770,192.168.1.10,192.168.1.20,TCP,66,58862 → 44818 0x0010
s1-eth2,239,2024-11-18 06:50:52.777,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,240,2024-11-18 06:50:52.777,192.168.1.20,192.168.1.10,TCP,66,44818 → 58868 0x0010
s1-eth2,241,2024-11-18 06:50:52.781,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,242,2024-11-18 06:50:52.781,192.168.1.10,192.168.1.20,TCP,66,58868 → 44818 0x0010
s1-eth2,243,2024-11-18 06:50:52.782,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,244,2024-11-18 06:50:52.796,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,245,2024-11-18 06:50:52.801,192.168.1.10,192.168.1.20,TCP,66,58868 → 44818 0x0011
s1-eth2,246,2024-11-18 06:50:52.801,192.168.1.20,192.168.1.10,TCP,66,44818 → 58868 0x0011
s1-eth2,247,2024-11-18 06:50:52.801,192.168.1.10,192.168.1.20,TCP,66,58868 → 44818 0x0010
s1-eth3,217,2024-11-18 06:50:53.008,192.168.1.10,192.168.1.30,TCP,74,50882 → 44818 0x0002
s1-eth3,218,2024-11-18 06:50:53.008,192.168.1.30,192.168.1.10,TCP,74,44818 → 50882 0x0012
s1-eth3,219,2024-11-18 06:50:53.008,192.168.1.10,192.168.1.30,TCP,66,50882 → 44818 0x0010
s1-eth3,220,2024-11-18 06:50:53.038,192.168.1.10,192.168.1.30,ENIP,94,Command: 0x0065
s1-eth3,221,2024-11-18 06:50:53.038,192.168.1.30,192.168.1.10,TCP,66,44818 → 50882 0x0010
s1-eth3,222,2024-11-18 06:50:53.041,192.168.1.30,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth3,223,2024-11-18 06:50:53.041,192.168.1.10,192.168.1.30,TCP,66,50882 → 44818 0x0010
s1-eth2,248,2024-11-18 06:50:53.844,fe80::c87a:deff:fe55:81fe,ff02::fb,MDNS,107,MDNS
s1-eth2,249,2024-11-18 06:50:54.275,192.168.1.10,192.168.1.20,TCP,74,58874 → 44818 0x0002
s1-eth2,250,2024-11-18 06:50:54.275,192.168.1.20,192.168.1.10,TCP,74,44818 → 58874 0x0012
s1-eth2,251,2024-11-18 06:50:54.275,192.168.1.10,192.168.1.20,TCP,66,58874 → 44818 0x0010
s1-eth2,252,2024-11-18 06:50:54.304,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,253,2024-11-18 06:50:54.304,192.168.1.20,192.168.1.10,TCP,66,44818 → 58874 0x0010
s1-eth2,254,2024-11-18 06:50:54.308,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,255,2024-11-18 06:50:54.308,192.168.1.10,192.168.1.20,TCP,66,58874 → 44818 0x0010
s1-eth2,256,2024-11-18 06:50:54.309,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,257,2024-11-18 06:50:54.325,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,258,2024-11-18 06:50:54.330,192.168.1.10,192.168.1.20,TCP,66,58874 → 44818 0x0011
s1-eth2,259,2024-11-18 06:50:54.330,192.168.1.20,192.168.1.10,TCP,66,44818 → 58874 0x0011
s1-eth2,260,2024-11-18 06:50:54.330,192.168.1.10,192.168.1.20,TCP,66,58874 → 44818 0x0010
s1-eth2,261,2024-11-18 06:50:55.113,192.168.1.10,192.168.1.20,TCP,74,58878 → 44818 0x0002
s1-eth2,262,2024-11-18 06:50:55.113,192.168.1.20,192.168.1.10,TCP,74,44818 → 58878 0x0012
s1-eth2,263,2024-11-18 06:50:55.113,192.168.1.10,192.168.1.20,TCP,66,58878 → 44818 0x0010
s1-eth2,264,2024-11-18 06:50:55.144,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,265,2024-11-18 06:50:55.144,192.168.1.20,192.168.1.10,TCP,66,44818 → 58878 0x0010
s1-eth2,266,2024-11-18 06:50:55.147,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,267,2024-11-18 06:50:55.147,192.168.1.10,192.168.1.20,TCP,66,58878 → 44818 0x0010
s1-eth2,268,2024-11-18 06:50:55.149,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,269,2024-11-18 06:50:55.162,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,270,2024-11-18 06:50:55.166,192.168.1.10,192.168.1.20,TCP,66,58878 → 44818 0x0011
s1-eth2,271,2024-11-18 06:50:55.166,192.168.1.20,192.168.1.10,TCP,66,44818 → 58878 0x0011
s1-eth2,272,2024-11-18 06:50:55.166,192.168.1.10,192.168.1.20,TCP,66,58878 → 44818 0x0010
s1-eth2,273,2024-11-18 06:50:55.743,192.168.1.10,192.168.1.20,TCP,74,58890 → 44818 0x0002
s1-eth2,274,2024-11-18 06:50:55.743,192.168.1.20,192.168.1.10,TCP,74,44818 → 58890 0x0012
s1-eth2,275,2024-11-18 06:50:55.743,192.168.1.10,192.168.1.20,TCP,66,58890 → 44818 0x0010
s1-eth2,276,2024-11-18 06:50:55.774,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,277,2024-11-18 06:50:55.774,192.168.1.20,192.168.1.10,TCP,66,44818 → 58890 0x0010
s1-eth2,278,2024-11-18 06:50:55.777,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,279,2024-11-18 06:50:55.777,192.168.1.10,192.168.1.20,TCP,66,58890 → 44818 0x0010
s1-eth2,280,2024-11-18 06:50:55.779,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,281,2024-11-18 06:50:55.792,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,282,2024-11-18 06:50:55.796,192.168.1.10,192.168.1.20,TCP,66,58890 → 44818 0x0011
s1-eth2,283,2024-11-18 06:50:55.797,192.168.1.20,192.168.1.10,TCP,66,44818 → 58890 0x0011
s1-eth2,284,2024-11-18 06:50:55.797,192.168.1.10,192.168.1.20,TCP,66,58890 → 44818 0x0010
s1-eth2,285,2024-11-18 06:50:56.968,192.168.1.10,192.168.1.20,TCP,74,58906 → 44818 0x0002
s1-eth2,286,2024-11-18 06:50:56.968,192.168.1.20,192.168.1.10,TCP,74,44818 → 58906 0x0012
s1-eth2,287,2024-11-18 06:50:56.968,192.168.1.10,192.168.1.20,TCP,66,58906 → 44818 0x0010
s1-eth2,288,2024-11-18 06:50:56.977,192.168.1.10,192.168.1.20,TCP,74,58912 → 44818 0x0002
s1-eth2,289,2024-11-18 06:50:56.977,192.168.1.20,192.168.1.10,TCP,74,44818 → 58912 0x0012
s1-eth2,290,2024-11-18 06:50:56.977,192.168.1.10,192.168.1.20,TCP,66,58912 → 44818 0x0010
s1-eth2,291,2024-11-18 06:50:56.998,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,292,2024-11-18 06:50:56.998,192.168.1.20,192.168.1.10,TCP,66,44818 → 58906 0x0010
s1-eth2,293,2024-11-18 06:50:57.003,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,294,2024-11-18 06:50:57.003,192.168.1.10,192.168.1.20,TCP,66,58906 → 44818 0x0010
s1-eth2,295,2024-11-18 06:50:57.004,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,296,2024-11-18 06:50:57.007,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,297,2024-11-18 06:50:57.007,192.168.1.20,192.168.1.10,TCP,66,44818 → 58912 0x0010
s1-eth2,298,2024-11-18 06:50:57.010,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,299,2024-11-18 06:50:57.011,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,300,2024-11-18 06:50:57.011,192.168.1.10,192.168.1.20,TCP,66,58912 → 44818 0x0010
s1-eth2,301,2024-11-18 06:50:57.013,192.168.1.10,192.168.1.20,TCP,66,58906 → 44818 0x0011
s1-eth2,302,2024-11-18 06:50:57.014,192.168.1.20,192.168.1.10,TCP,66,44818 → 58906 0x0011
s1-eth2,303,2024-11-18 06:50:57.014,192.168.1.10,192.168.1.20,TCP,66,58906 → 44818 0x0010
s1-eth2,304,2024-11-18 06:50:57.015,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,305,2024-11-18 06:50:57.021,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,306,2024-11-18 06:50:57.030,192.168.1.10,192.168.1.20,TCP,66,58912 → 44818 0x0011
s1-eth2,307,2024-11-18 06:50:57.031,192.168.1.20,192.168.1.10,TCP,66,44818 → 58912 0x0011
s1-eth2,308,2024-11-18 06:50:57.031,192.168.1.10,192.168.1.20,TCP,66,58912 → 44818 0x0010
s1-eth2,309,2024-11-18 06:50:57.082,192.168.1.10,192.168.1.20,TCP,74,58918 → 44818 0x0002
s1-eth2,310,2024-11-18 06:50:57.082,192.168.1.20,192.168.1.10,TCP,74,44818 → 58918 0x0012
s1-eth2,311,2024-11-18 06:50:57.082,192.168.1.10,192.168.1.20,TCP,66,58918 → 44818 0x0010
s1-eth2,312,2024-11-18 06:50:57.112,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,313,2024-11-18 06:50:57.112,192.168.1.20,192.168.1.10,TCP,66,44818 → 58918 0x0010
s1-eth2,314,2024-11-18 06:50:57.116,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,315,2024-11-18 06:50:57.116,192.168.1.10,192.168.1.20,TCP,66,58918 → 44818 0x0010
s1-eth2,316,2024-11-18 06:50:57.117,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,317,2024-11-18 06:50:57.131,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,318,2024-11-18 06:50:57.135,192.168.1.10,192.168.1.20,TCP,66,58918 → 44818 0x0011
s1-eth2,319,2024-11-18 06:50:57.136,192.168.1.20,192.168.1.10,TCP,66,44818 → 58918 0x0011
s1-eth2,320,2024-11-18 06:50:57.136,192.168.1.10,192.168.1.20,TCP,66,58918 → 44818 0x0010
s1-eth2,321,2024-11-18 06:50:57.415,192.168.1.10,192.168.1.20,TCP,74,58932 → 44818 0x0002
s1-eth2,322,2024-11-18 06:50:57.415,192.168.1.20,192.168.1.10,TCP,74,44818 → 58932 0x0012
s1-eth2,323,2024-11-18 06:50:57.415,192.168.1.10,192.168.1.20,TCP,66,58932 → 44818 0x0010
s1-eth2,324,2024-11-18 06:50:57.448,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,325,2024-11-18 06:50:57.448,192.168.1.20,192.168.1.10,TCP,66,44818 → 58932 0x0010
s1-eth2,326,2024-11-18 06:50:57.453,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,327,2024-11-18 06:50:57.453,192.168.1.10,192.168.1.20,TCP,66,58932 → 44818 0x0010
s1-eth2,328,2024-11-18 06:50:57.456,192.168.1.10,192.168.1.20,CIPCM,134,Command: 0x006f
s1-eth2,329,2024-11-18 06:50:57.472,192.168.1.20,192.168.1.10,CIPCM,116,Command: 0x006f
s1-eth2,330,2024-11-18 06:50:57.485,192.168.1.10,192.168.1.20,TCP,66,58932 → 44818 0x0011
s1-eth2,331,2024-11-18 06:50:57.490,192.168.1.20,192.168.1.10,TCP,66,44818 → 58932 0x0011
s1-eth2,332,2024-11-18 06:50:57.490,192.168.1.10,192.168.1.20,TCP,66,58932 → 44818 0x0010
s1-eth2,333,2024-11-18 06:50:58.282,192.168.1.10,192.168.1.20,TCP,74,58942 → 44818 0x0002
s1-eth2,334,2024-11-18 06:50:58.282,192.168.1.20,192.168.1.10,TCP,74,44818 → 58942 0x0012
s1-eth2,335,2024-11-18 06:50:58.282,192.168.1.10,192.168.1.20,TCP,66,58942 → 44818 0x0010
s1-eth2,336,2024-11-18 06:50:58.294,192.168.1.10,192.168.1.20,TCP,74,58944 → 44818 0x0002
s1-eth2,337,2024-11-18 06:50:58.294,192.168.1.20,192.168.1.10,TCP,74,44818 → 58944 0x0012
s1-eth2,338,2024-11-18 06:50:58.294,192.168.1.10,192.168.1.20,TCP,66,58944 → 44818 0x0010
s1-eth2,339,2024-11-18 06:50:58.310,192.168.1.10,192.168.1.20,TCP,74,58948 → 44818 0x0002
s1-eth2,340,2024-11-18 06:50:58.310,192.168.1.20,192.168.1.10,TCP,74,44818 → 58948 0x0012
s1-eth2,341,2024-11-18 06:50:58.310,192.168.1.10,192.168.1.20,TCP,66,58948 → 44818 0x0010
s1-eth2,342,2024-11-18 06:50:58.312,192.168.1.10,192.168.1.20,ENIP,94,Command: 0x0065
s1-eth2,343,2024-11-18 06:50:58.312,192.168.1.20,192.168.1.10,TCP,66,44818 → 58942 0x0010
s1-eth2,344,2024-11-18 06:50:58.315,192.168.1.20,192.168.1.10,ENIP,94,Command: 0x0065
s1-eth2,345,2024-11-18 06:50:58.315,192.168.1.10,192.168.1.20,TCP,66,58942 → 44818 0x0010
